run_id,blind_id,condition,model,bucket,mech_class,mech_detail,coder_Q,coder_K,final_class,source,declared,hardcoded
M1_C3_KP1_T2_A_r05,B0614,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP6_T3_B_r09,B0615,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M1_C1_KP3_T3_B_r06,B0616,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP1_T3_B_r10,B0617,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP1_T1_A_r02,B0618,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP6_T3_can_r09,B0619,C2,M1,numeric_wrong,CV,silent_alt:ddof_0,CV,CV,CV,mechanical,N,0
M3_C1_KP4_T1_B_r06,B0620,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP4_T1_B_r08,B0621,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP2_T1_B_r06,B0622,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M3_C3_KP1_T3_A_r02,B0623,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C3_KP4_T3_A_r03,B0624,C3,M1,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M2_C3_KP6_T1_B_r08,B0625,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T3_B_r08,B0626,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP5_T1_B_r07,B0627,C1,M3,numeric_wrong,CN,hardcoded_constant,CV,CN,CN,mechanical,Y,1
M1_C1_KP2_T1_A_r01,B0628,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M2_C3_KP1_T3_B_r07,B0629,C3,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C3_KP4_T1_B_r10,B0630,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP4_T3_B_r07,B0631,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M2_C3_KP3_T3_A_r02,B0632,C3,M2,numeric_wrong,CV,silent_alt:exact_repricing,CV,CN,CV,mechanical,N,0
M1_C2_KP6_T1_can_r10,B0633,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,N,0
M2_C1_KP5_T1_A_r01,B0634,C1,M2,numeric_wrong,CN,hardcoded_constant,CV,CN,CN,mechanical,Y,1
M3_C1_KP6_T1_B_r07,B0635,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M3_C1_KP3_T3_B_r06,B0636,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP5_T1_A_r02,B0637,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M2_C3_KP4_T3_A_r01,B0638,C3,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M1_C1_KP3_T2_A_r03,B0639,C1,M1,numeric_wrong,CV,percent_x100,CV,CD,CV,mechanical,Y,0
M1_C1_KP1_T3_B_r09,B0640,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP1_T1_B_r10,B0641,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP3_T3_B_r07,B0642,C3,M3,numeric_wrong,CV,exact_repricing,CN,CN,CV,mechanical,N,0
M3_C3_KP1_T3_B_r08,B0643,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C2_KP3_T2_can_r03,B0644,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP1_T2_B_r09,B0645,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP1_T3_B_r07,B0646,C1,M3,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M1_C2_KP5_T2_can_r08,B0647,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP2_T1_B_r08,B0648,C1,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M3_C1_KP4_T1_B_r08,B0649,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP2_T3_B_r06,B0650,C1,M1,numeric_wrong,CV,rf_geometric,CN,CN,CV,mechanical,N,0
M2_C1_KP6_T2_A_r03,B0651,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,N,0
M2_C1_KP6_T2_B_r08,B0652,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP3_T3_A_r02,B0653,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP1_T1_B_r06,B0654,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C3_KP4_T2_A_r04,B0655,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP5_T1_B_r06,B0656,C1,M1,numeric_wrong,CV,currency_wan,CV,CN,CV,mechanical,Y,0
M3_C1_KP6_T2_B_r07,B0657,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M1_C1_KP1_T2_B_r06,B0658,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C1_KP4_T1_A_r05,B0659,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C3_KP1_T3_A_r01,B0660,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP1_T1_A_r05,B0661,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,N,0
M2_C3_KP5_T2_B_r09,B0662,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C1_KP5_T1_B_r08,B0663,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C2_KP2_T3_can_r03,B0664,C2,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP4_T1_B_r06,B0665,C3,M3,numeric_wrong,CV,discrete_discount,CN,CN,CV,mechanical,N,0
M3_C3_KP1_T3_A_r01,B0666,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M2_C1_KP1_T3_B_r07,B0667,C1,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP4_T3_B_r06,B0668,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP6_T1_B_r08,B0669,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M3_C3_KP2_T3_B_r08,B0670,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M1_C2_KP3_T3_can_r04,B0671,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C2_KP2_T3_can_r07,B0672,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M3_C1_KP4_T3_B_r10,B0673,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M2_C2_KP1_T2_can_r08,B0674,C2,M2,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M1_C2_KP6_T1_can_r03,B0675,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP2_T3_B_r09,B0676,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M1_C3_KP5_T2_B_r09,B0677,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP6_T2_B_r10,B0678,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M3_C3_KP2_T3_A_r05,B0679,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M2_C3_KP5_T3_A_r02,B0680,C3,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP3_T1_A_r04,B0681,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C4_KP3_T1_can_r09,B0682,C4,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T3_B_r10,B0683,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP6_T3_B_r10,B0684,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M1_C2_KP6_T1_can_r01,B0685,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C1_KP6_T2_A_r03,B0686,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,N,0
